TimeSeries ID,tex-chart-4-0
project_id,aftermath-69
Fri Oct 17 2025 16:21:00 GMT+0530 (India Standard Time),35403.799999999996
Fri Oct 17 2025 16:22:00 GMT+0530 (India Standard Time),20096.88333333333
Fri Oct 17 2025 16:23:00 GMT+0530 (India Standard Time),456.31666666666666
Fri Oct 17 2025 16:24:00 GMT+0530 (India Standard Time),395.21666666666664
Fri Oct 17 2025 16:25:00 GMT+0530 (India Standard Time),4566.683333333333
Fri Oct 17 2025 16:26:00 GMT+0530 (India Standard Time),10370.650000000001
Fri Oct 17 2025 16:27:00 GMT+0530 (India Standard Time),5832
Fri Oct 17 2025 16:28:00 GMT+0530 (India Standard Time),144.70000000000002
Fri Oct 17 2025 16:29:00 GMT+0530 (India Standard Time),2474.1333333333328
Fri Oct 17 2025 16:30:00 GMT+0530 (India Standard Time),26633.63333333333
Fri Oct 17 2025 16:31:00 GMT+0530 (India Standard Time),15832.983333333332
Fri Oct 17 2025 16:32:00 GMT+0530 (India Standard Time),12974.866666666665
Fri Oct 17 2025 16:33:00 GMT+0530 (India Standard Time),12117.616666666667
Fri Oct 17 2025 16:34:00 GMT+0530 (India Standard Time),2445.8999999999996
Fri Oct 17 2025 16:35:00 GMT+0530 (India Standard Time),16.666666666666668
Fri Oct 17 2025 16:36:00 GMT+0530 (India Standard Time),1184.1
Fri Oct 17 2025 16:37:00 GMT+0530 (India Standard Time),972.5
Fri Oct 17 2025 16:38:00 GMT+0530 (India Standard Time),2665.7666666666664
Fri Oct 17 2025 16:39:00 GMT+0530 (India Standard Time),1333.1333333333334
Fri Oct 17 2025 16:40:00 GMT+0530 (India Standard Time),4517.233333333334
Fri Oct 17 2025 16:41:00 GMT+0530 (India Standard Time),14948.066666666666
Fri Oct 17 2025 16:42:00 GMT+0530 (India Standard Time),15541.116666666667
Fri Oct 17 2025 16:43:00 GMT+0530 (India Standard Time),7441.833333333333
Fri Oct 17 2025 16:44:00 GMT+0530 (India Standard Time),2449.35
Fri Oct 17 2025 16:45:00 GMT+0530 (India Standard Time),659.5166666666667
Fri Oct 17 2025 16:46:00 GMT+0530 (India Standard Time),2753.9333333333334
Fri Oct 17 2025 16:47:00 GMT+0530 (India Standard Time),3976.916666666667
Fri Oct 17 2025 16:48:00 GMT+0530 (India Standard Time),1361.3333333333335
Fri Oct 17 2025 16:49:00 GMT+0530 (India Standard Time),4056.7666666666664
Fri Oct 17 2025 16:50:00 GMT+0530 (India Standard Time),2755.7166666666667
Fri Oct 17 2025 16:51:00 GMT+0530 (India Standard Time),36.53333333333333
Fri Oct 17 2025 16:52:00 GMT+0530 (India Standard Time),61.6
Fri Oct 17 2025 16:53:00 GMT+0530 (India Standard Time),879.9666666666667
Fri Oct 17 2025 16:54:00 GMT+0530 (India Standard Time),567.2666666666667
Fri Oct 17 2025 16:55:00 GMT+0530 (India Standard Time),2.65
Fri Oct 17 2025 16:56:00 GMT+0530 (India Standard Time),12.516666666666666
Fri Oct 17 2025 16:57:00 GMT+0530 (India Standard Time),35.2
Fri Oct 17 2025 16:58:00 GMT+0530 (India Standard Time),28.366666666666667
Fri Oct 17 2025 16:59:00 GMT+0530 (India Standard Time),6.583333333333333
Fri Oct 17 2025 17:00:00 GMT+0530 (India Standard Time),23.116666666666667
Fri Oct 17 2025 17:01:00 GMT+0530 (India Standard Time),4591.633333333333
Fri Oct 17 2025 17:02:00 GMT+0530 (India Standard Time),12648.433333333334
Fri Oct 17 2025 17:03:00 GMT+0530 (India Standard Time),5117.966666666666
Fri Oct 17 2025 17:04:00 GMT+0530 (India Standard Time),13597.016666666666
Fri Oct 17 2025 17:05:00 GMT+0530 (India Standard Time),10641.216666666665
Fri Oct 17 2025 17:06:00 GMT+0530 (India Standard Time),1353.7833333333333
Fri Oct 17 2025 17:07:00 GMT+0530 (India Standard Time),37.11666666666667
Fri Oct 17 2025 17:08:00 GMT+0530 (India Standard Time),24772.25
Fri Oct 17 2025 17:09:00 GMT+0530 (India Standard Time),19138.416666666668
Fri Oct 17 2025 17:10:00 GMT+0530 (India Standard Time),8583.683333333332
Fri Oct 17 2025 17:11:00 GMT+0530 (India Standard Time),4171
Fri Oct 17 2025 17:12:00 GMT+0530 (India Standard Time),35.51666666666667
Fri Oct 17 2025 17:13:00 GMT+0530 (India Standard Time),39533.333333333336
Fri Oct 17 2025 17:14:00 GMT+0530 (India Standard Time),33767.7
Fri Oct 17 2025 17:15:00 GMT+0530 (India Standard Time),4165.650000000001
Fri Oct 17 2025 17:16:00 GMT+0530 (India Standard Time),820.3
Fri Oct 17 2025 17:17:00 GMT+0530 (India Standard Time),1148.5166666666667
